,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
685,228,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1532, 1159, 270)","(1532.0, 1159.0, 270)"
686,228,2,XM5,-5794.437661030035,5518.0,76417.78043575647,"(540, 987, 0)","(540.0, 987.0, 0)"
687,229,0,XDL_XM3_XM4,0.0,0.0,0.0,"(155, 929, 0)","(155.0, 929.0, 0)"
688,229,1,XDP_XM1_XM2,0.0,0.0,0.0,"(574, 1427, 270)","(574.0, 1427.0, 270)"
689,229,2,XM5,-4079.108061070981,3895.0,33895.77815131601,"(721, 881, 180)","(721.0, 881.0, 180)"
690,230,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1508, 688, 180)","(1508.0, 688.0, 180)"
691,230,1,XM5,0.0,0.0,0.0,"(983, 537, 0)","(983.0, 537.0, 0)"
692,230,2,XDP_XM1_XM2,-4852.335066442029,4596.0,65707.66628783914,"(889, 1124, 180)","(889.0, 1124.0, 180)"
693,231,0,XM5,0.0,0.0,0.0,"(312, 856, 90)","(295.5, 856.0, 90)"
694,231,1,XDP_XM1_XM2,0.0,0.0,0.0,"(361, 1201, 180)","(222.5, 1201.0, 180)"
695,231,2,XDL_XM3_XM4,-2855.675596974741,2733.0,15049.302093109074,"(583, 1088, 0)","(583.0, 1088.0, 0)"
696,232,0,XDP_XM1_XM2,0.0,0.0,0.0,"(247, 978, 180)","(247.0, 978.0, 180)"
697,232,1,XM5,0.0,0.0,0.0,"(1198, 1106, 180)","(1256.0, 1106.0, 180)"
698,232,2,XDL_XM3_XM4,-4726.293257765379,4583.0,20532.957721015468,"(910, 755, 0)","(910.0, 755.0, 0)"
699,233,0,XDL_XM3_XM4,0.0,0.0,0.0,"(99, 734, 180)","(99.0, 734.0, 180)"
700,233,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1242, 591, 180)","(1242.0, 591.0, 180)"
701,233,2,XM5,-4303.567841300425,4236.0,4565.413177999395,"(1284, 583, 0)","(1284.0, 312.0, 0)"
702,234,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1369, 604, 180)","(1369.0, 604.0, 180)"
703,234,1,XM5,0.0,0.0,0.0,"(815, 1384, 0)","(815.0, 1384.0, 0)"
704,234,2,XDP_XM1_XM2,-5551.677055237099,5342.0,43964.4674929014,"(787, 143, 180)","(787.0, 143.0, 180)"
705,235,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1486, 1379, 180)","(1486.0, 1379.0, 180)"
706,235,1,XM5,0.0,0.0,0.0,"(795, 630, 180)","(713.5, 630.0, 180)"
707,235,2,XDL_XM3_XM4,-6300.23440054361,5930.0,137073.51134588604,"(1280, 702, 270)","(1280.0, 702.0, 270)"
708,236,0,XM5,0.0,0.0,0.0,"(1082, 1207, 180)","(1082.0, 1207.0, 180)"
709,236,1,XDL_XM3_XM4,0.0,0.0,0.0,"(10, 1432, 270)","(10.0, 1432.0, 270)"
710,236,2,XDP_XM1_XM2,-5162.104646862118,4920.0,58614.66003223084,"(1146, 1070, 0)","(1146.0, 928.0, 0)"
711,237,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1202, 971, 90)","(1202.0, 1034.5, 90)"
712,237,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1170, 674, 270)","(1170.0, 674.0, 270)"
713,237,2,XM5,-4668.864596315696,4375.0,86356.40096778674,"(1384, 94, 90)","(1384.0, 94.0, 90)"
714,238,0,XM5,0.0,0.0,0.0,"(977, 915, 180)","(977.0, 915.0, 180)"
715,238,1,XDL_XM3_XM4,0.0,0.0,0.0,"(726, 1467, 90)","(726.0, 1467.0, 90)"
716,238,2,XDP_XM1_XM2,-5924.793165485855,5600.0,105490.60034632198,"(1235, 404, 180)","(1235.0, 404.0, 180)"
717,239,0,XM5,0.0,0.0,0.0,"(1447, 681, 0)","(1447.0, 681.0, 0)"
718,239,1,XDP_XM1_XM2,0.0,0.0,0.0,"(205, 1206, 270)","(205.0, 1206.0, 270)"
719,239,2,XDL_XM3_XM4,-6075.903702218668,5808.0,71772.39366246828,"(826, 1411, 90)","(826.0, 1411.0, 90)"
720,240,0,XDL_XM3_XM4,0.0,0.0,0.0,"(169, 418, 270)","(169.0, 418.0, 270)"
721,240,1,XM5,0.0,0.0,0.0,"(239, 1500, 0)","(239.0, 1500.0, 0)"
722,240,2,XDP_XM1_XM2,-7877.026821431575,7558.0,101778.1127927338,"(1419, 1024, 90)","(1419.0, 1024.0, 90)"
723,241,0,XDP_XM1_XM2,0.0,0.0,0.0,"(94, 876, 0)","(94.0, 876.0, 0)"
724,241,1,XM5,0.0,0.0,0.0,"(1378, 766, 270)","(1378.0, 766.0, 270)"
725,241,2,XDL_XM3_XM4,-7764.637780022513,7350.0,171924.48862199744,"(1472, 530, 90)","(1472.0, 420.0, 90)"
726,242,0,XDP_XM1_XM2,0.0,0.0,0.0,"(479, 291, 0)","(479.0, 291.0, 0)"
727,242,1,XM5,0.0,0.0,0.0,"(250, 523, 180)","(250.0, 570.0, 180)"
728,242,2,XDL_XM3_XM4,-3898.2996422939796,3748.0,22589.982473698205,"(1354, 154, 90)","(1354.0, 154.0, 90)"
729,243,0,XDP_XM1_XM2,0.0,0.0,0.0,"(999, 1497, 270)","(999.0, 1497.0, 270)"
730,243,1,XDL_XM3_XM4,0.0,0.0,0.0,"(293, 1512, 270)","(293.0, 1512.0, 270)"
731,243,2,XM5,-5660.168562452388,5319.0,116395.98800582913,"(33, 1521, 270)","(-215.0, 1521.0, 270)"
732,244,0,XDL_XM3_XM4,0.0,0.0,0.0,"(337, 1150, 90)","(337.0, 1150.0, 90)"
733,244,1,XM5,0.0,0.0,0.0,"(441, 86, 0)","(441.0, 86.0, 0)"
734,244,2,XDP_XM1_XM2,-5797.163416334868,5541.0,65619.69586835077,"(932, 1135, 270)","(932.0, 1135.0, 270)"
735,245,0,XDL_XM3_XM4,0.0,0.0,0.0,"(561, 1204, 90)","(561.0, 1204.0, 90)"
736,245,1,XDP_XM1_XM2,0.0,0.0,0.0,"(673, 586, 180)","(673.0, 586.0, 180)"
737,245,2,XM5,-3823.4714044393186,3630.0,37431.184335722464,"(1070, 647, 270)","(1070.0, 647.0, 270)"
738,246,0,XM5,0.0,0.0,0.0,"(886, 1093, 180)","(886.0, 997.0, 180)"
739,246,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1409, 1443, 180)","(1414.5, 1443.0, 180)"
740,246,2,XDL_XM3_XM4,-4363.296283636414,4079.0,80824.37688947629,"(1054, 1505, 0)","(1054.0, 1505.0, 0)"
741,247,0,XDL_XM3_XM4,0.0,0.0,0.0,"(509, 1413, 90)","(509.0, 1413.0, 90)"
742,247,1,XM5,0.0,0.0,0.0,"(1194, 12, 90)","(1194.0, 12.0, 90)"
743,247,2,XDP_XM1_XM2,-6609.52166943807,6349.0,67871.54024679882,"(156, 141, 180)","(156.0, 141.0, 180)"
744,248,0,XM5,0.0,0.0,0.0,"(197, 984, 180)","(197.0, 899.5, 180)"
745,248,1,XDL_XM3_XM4,0.0,0.0,0.0,"(558, 1187, 270)","(558.0, 1187.0, 270)"
746,248,2,XDP_XM1_XM2,-4718.948336848613,4530.0,35701.47399785689,"(1286, 1048, 0)","(1286.0, 1048.0, 0)"
747,249,0,XDL_XM3_XM4,0.0,0.0,0.0,"(354, 1098, 90)","(354.0, 1098.0, 90)"
748,249,1,XDP_XM1_XM2,0.0,0.0,0.0,"(232, 120, 0)","(232.0, 120.0, 0)"
749,249,2,XM5,-7956.4989881350675,7592.0,132859.51235148835,"(1435, 995, 90)","(1435.0, 995.0, 90)"
750,250,0,XDP_XM1_XM2,0.0,0.0,0.0,"(631, 251, 90)","(631.0, 251.0, 90)"
751,250,1,XDL_XM3_XM4,0.0,0.0,0.0,"(931, 281, 180)","(931.0, 281.0, 180)"
752,250,2,XM5,-4612.926548584194,4368.0,59989.014201365615,"(1051, 1171, 270)","(1051.0, 1171.0, 270)"
753,251,0,XDP_XM1_XM2,0.0,0.0,0.0,"(779, 194, 270)","(779.0, 194.0, 270)"
754,251,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1206, 681, 0)","(1206.0, 681.0, 0)"
755,251,2,XM5,-4632.764956685072,4375.0,66442.77289485723,"(1331, 467, 0)","(1552.0, 467.0, 0)"
756,252,0,XDL_XM3_XM4,0.0,0.0,0.0,"(327, 692, 270)","(327.0, 692.0, 270)"
757,252,1,XM5,0.0,0.0,0.0,"(850, 1285, 0)","(850.0, 1285.0, 0)"
758,252,2,XDP_XM1_XM2,-3475.3300014980537,3341.0,18044.549302467116,"(688, 624, 90)","(835.0, 624.0, 90)"
759,253,0,XM5,0.0,0.0,0.0,"(490, 1035, 90)","(490.0, 1035.0, 90)"
760,253,1,XDP_XM1_XM2,0.0,0.0,0.0,"(81, 955, 90)","(81.0, 955.0, 90)"
761,253,2,XDL_XM3_XM4,-5105.137855653658,4865.0,57666.189717937326,"(1265, 661, 90)","(1265.0, 661.0, 90)"
762,254,0,XDP_XM1_XM2,0.0,0.0,0.0,"(613, 1310, 270)","(613.0, 1310.0, 270)"
763,254,1,XM5,0.0,0.0,0.0,"(14, 454, 90)","(14.0, 454.0, 90)"
764,254,2,XDL_XM3_XM4,-6810.483220782144,6524.0,82072.63578971045,"(968, 212, 90)","(968.0, 212.0, 90)"
765,255,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1191, 159, 270)","(1191.0, 159.0, 270)"
766,255,1,XM5,0.0,0.0,0.0,"(976, 1386, 0)","(976.0, 1386.0, 0)"
767,255,2,XDP_XM1_XM2,-7183.419122509597,6907.0,76407.5312889758,"(90, 1123, 180)","(90.0, 1123.0, 180)"
768,256,0,XDP_XM1_XM2,0.0,0.0,0.0,"(608, 1542, 180)","(608.0, 1542.0, 180)"
769,256,1,XM5,0.0,0.0,0.0,"(1218, 105, 0)","(1218.0, 105.0, 0)"
770,256,2,XDL_XM3_XM4,-8446.41389890228,8164.0,79757.61029318647,"(128, 371, 90)","(128.0, 371.0, 90)"
771,257,0,XDL_XM3_XM4,0.0,0.0,0.0,"(823, 999, 180)","(823.0, 999.0, 180)"
772,257,1,XM5,0.0,0.0,0.0,"(1176, 753, 180)","(1176.0, 753.0, 180)"
773,257,2,XDP_XM1_XM2,-4768.788266769653,4461.0,94733.61716106732,"(563, 483, 270)","(535.5, 483.0, 270)"
774,258,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1282, 652, 180)","(1282.0, 652.0, 180)"
775,258,1,XM5,0.0,0.0,0.0,"(1097, 882, 270)","(1097.0, 989.5, 270)"
776,258,2,XDL_XM3_XM4,-3035.7603125334995,2964.0,5149.542454905512,"(1450, 293, 0)","(1450.0, 144.0, 0)"
777,259,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1131, 530, 180)","(1131.0, 530.0, 180)"
778,259,1,XDL_XM3_XM4,0.0,0.0,0.0,"(959, 825, 270)","(959.0, 825.0, 270)"
779,259,2,XM5,-3731.1073311200425,3557.0,30313.36274974411,"(663, 87, 180)","(663.0, 87.0, 180)"
780,260,0,XDP_XM1_XM2,0.0,0.0,0.0,"(239, 470, 90)","(239.0, 470.0, 90)"
781,260,1,XM5,0.0,0.0,0.0,"(316, 761, 90)","(316.0, 880.5, 90)"
782,260,2,XDL_XM3_XM4,-4685.693036777334,4503.0,33376.74568692441,"(1375, 286, 0)","(1375.0, 286.0, 0)"
783,261,0,XM5,0.0,0.0,0.0,"(1161, 1096, 0)","(1246.0, 1096.0, 0)"
784,261,1,XDL_XM3_XM4,0.0,0.0,0.0,"(900, 810, 0)","(900.0, 810.0, 0)"
785,261,2,XDP_XM1_XM2,-5541.57168326505,5205.0,113280.49797586899,"(1009, 16, 90)","(1009.0, 16.0, 90)"
786,262,0,XM5,0.0,0.0,0.0,"(421, 360, 90)","(421.0, 360.0, 90)"
787,262,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1514, 966, 180)","(1514.0, 966.0, 180)"
788,262,2,XDP_XM1_XM2,-4786.786155969261,4578.0,43591.658924420626,"(482, 784, 270)","(482.0, 784.0, 270)"
789,263,0,XDL_XM3_XM4,0.0,0.0,0.0,"(940, 1124, 180)","(940.0, 1124.0, 180)"
790,263,1,XM5,0.0,0.0,0.0,"(763, 1328, 90)","(652.5, 1328.0, 90)"
791,263,2,XDP_XM1_XM2,-3958.7009983512435,3739.0,48268.52867653299,"(749, 817, 0)","(579.5, 817.0, 0)"
792,264,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1360, 425, 270)","(1360.0, 425.0, 270)"
793,264,1,XM5,0.0,0.0,0.0,"(243, 751, 180)","(243.0, 751.0, 180)"
794,264,2,XDL_XM3_XM4,-6211.157023764371,5870.0,116388.1148637637,"(1205, 1100, 0)","(1205.0, 1100.0, 0)"
795,265,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1299, 642, 90)","(1299.0, 859.5, 90)"
796,265,1,XM5,0.0,0.0,0.0,"(324, 104, 0)","(324.0, 104.0, 0)"
797,265,2,XDL_XM3_XM4,-5845.3494954744465,5563.0,79721.23759467439,"(1219, 499, 270)","(1219.0, 499.0, 270)"
798,266,0,XDL_XM3_XM4,0.0,0.0,0.0,"(705, 297, 90)","(705.0, 297.0, 90)"
799,266,1,XDP_XM1_XM2,0.0,0.0,0.0,"(226, 292, 180)","(124.0, 292.0, 180)"
800,266,2,XM5,-3015.437544008469,2878.0,18889.078503079883,"(190, 485, 180)","(138.5, 571.0, 180)"
801,267,0,XM5,0.0,0.0,0.0,"(1154, 1469, 0)","(1154.0, 1469.0, 0)"
802,267,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1035, 164, 270)","(1035.0, 164.0, 270)"
803,267,2,XDP_XM1_XM2,-6742.785626979053,6436.0,94117.42092093066,"(440, 1426, 90)","(440.0, 1426.0, 90)"
804,268,0,XM5,0.0,0.0,0.0,"(1193, 160, 180)","(1237.5, 160.0, 180)"
805,268,1,XDP_XM1_XM2,0.0,0.0,0.0,"(900, 438, 90)","(900.0, 438.0, 90)"
806,268,2,XDL_XM3_XM4,-4874.414074268795,4719.0,24153.534480826424,"(1034, 1550, 270)","(1034.0, 1550.0, 270)"
807,269,0,XDL_XM3_XM4,0.0,0.0,0.0,"(314, 478, 90)","(314.0, 478.0, 90)"
808,269,1,XDP_XM1_XM2,0.0,0.0,0.0,"(449, 184, 0)","(449.0, 184.0, 0)"
809,269,2,XM5,-5768.03216622301,5482.0,81814.40011422774,"(1116, 1211, 90)","(1116.0, 1211.0, 90)"
810,270,0,XM5,0.0,0.0,0.0,"(1426, 677, 180)","(1426.0, 602.5, 180)"
811,270,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1031, 1526, 0)","(1031.0, 1526.0, 0)"
812,270,2,XDL_XM3_XM4,-5183.618895917853,4869.0,98985.04966856858,"(1226, 890, 90)","(1226.0, 890.0, 90)"
813,271,0,XDL_XM3_XM4,0.0,0.0,0.0,"(39, 869, 90)","(39.0, 922.5, 90)"
814,271,1,XDP_XM1_XM2,0.0,0.0,0.0,"(382, 635, 180)","(382.0, 635.0, 180)"
815,271,2,XM5,-3958.4154203172275,3776.0,33275.385569510756,"(657, 194, 270)","(657.0, 194.0, 270)"
816,272,0,XM5,0.0,0.0,0.0,"(859, 576, 180)","(859.0, 576.0, 180)"
817,272,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1433, 93, 0)","(1433.0, 93.0, 0)"
818,272,2,XDP_XM1_XM2,-7125.674104029755,6791.0,112006.75590811924,"(76, 50, 90)","(76.0, 50.0, 90)"
819,273,0,XM5,0.0,0.0,0.0,"(1159, 1025, 90)","(1159.0, 1025.0, 90)"
820,273,1,XDL_XM3_XM4,0.0,0.0,0.0,"(675, 284, 270)","(675.0, 173.5, 270)"
821,273,2,XDP_XM1_XM2,-4351.299542360543,4115.0,55837.47371980163,"(829, 461, 0)","(829.0, 461.0, 0)"
822,274,0,XDP_XM1_XM2,0.0,0.0,0.0,"(104, 243, 0)","(104.0, 243.0, 0)"
823,274,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1372, 145, 180)","(1372.0, 145.0, 180)"
824,274,2,XM5,-5441.387099152785,5203.0,56828.409042479776,"(557, 260, 180)","(557.0, 260.0, 180)"
825,275,0,XDL_XM3_XM4,0.0,0.0,0.0,"(238, 455, 180)","(238.0, 455.0, 180)"
826,275,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1173, 49, 180)","(1173.0, 49.0, 180)"
827,275,2,XM5,-6620.309061180966,6256.0,132721.0920585566,"(126, 226, 180)","(-108.0, 226.0, 180)"
828,276,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1170, 1471, 0)","(1106.5, 1700.5, 0)"
829,276,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1467, 1051, 0)","(1467.0, 1051.0, 0)"
830,276,2,XM5,-3467.5515203610944,3296.0,29429.92413820291,"(1236, 1363, 90)","(1179.5, 1363.0, 90)"
831,277,0,XDP_XM1_XM2,0.0,0.0,0.0,"(75, 170, 90)","(75.0, 170.0, 90)"
832,277,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1404, 579, 90)","(1404.0, 579.0, 90)"
833,277,2,XM5,-8971.02109019789,8448.0,273551.0607917896,"(1452, 836, 0)","(1452.0, 866.5, 0)"
834,278,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1191, 1290, 90)","(1191.0, 1290.0, 90)"
835,278,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1010, 568, 180)","(1010.0, 480.0, 180)"
836,278,2,XM5,-4431.82508661296,4225.0,42776.61645245836,"(758, 988, 0)","(758.0, 988.0, 0)"
837,279,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1342, 883, 180)","(1342.0, 883.0, 180)"
838,279,1,XM5,0.0,0.0,0.0,"(613, 1318, 270)","(613.0, 1318.0, 270)"
839,279,2,XDP_XM1_XM2,-6373.373744266282,6111.0,68839.98168030851,"(1006, 57, 90)","(1006.0, 57.0, 90)"
840,280,0,XM5,0.0,0.0,0.0,"(985, 628, 0)","(985.0, 628.0, 0)"
841,280,1,XDL_XM3_XM4,0.0,0.0,0.0,"(665, 345, 90)","(665.0, 340.5, 90)"
842,280,2,XDP_XM1_XM2,-3198.1957641406907,3053.0,21081.809924399036,"(589, 872, 270)","(589.0, 872.0, 270)"
843,281,0,XDP_XM1_XM2,0.0,0.0,0.0,"(987, 1511, 270)","(987.0, 1511.0, 270)"
844,281,1,XDL_XM3_XM4,0.0,0.0,0.0,"(414, 415, 270)","(414.0, 415.0, 270)"
845,281,2,XM5,-9358.188702396492,8810.0,300510.8534351497,"(206, 165, 0)","(206.0, 127.5, 0)"
846,282,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1103, 324, 270)","(1103.0, 587.5, 270)"
847,282,1,XM5,0.0,0.0,0.0,"(1015, 300, 180)","(1015.0, 300.0, 180)"
848,282,2,XDP_XM1_XM2,-5370.742619322141,4997.0,139683.54549777482,"(494, 893, 180)","(494.0, 893.0, 180)"
849,283,0,XM5,0.0,0.0,0.0,"(542, 688, 0)","(542.0, 688.0, 0)"
850,283,1,XDP_XM1_XM2,0.0,0.0,0.0,"(222, 104, 90)","(222.0, -70.5, 90)"
851,283,2,XDL_XM3_XM4,-3977.7649543083235,3731.0,60892.94267478886,"(259, 290, 270)","(259.0, 290.0, 270)"
852,284,0,XDL_XM3_XM4,0.0,0.0,0.0,"(414, 164, 180)","(414.0, 164.0, 180)"
853,284,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1449, 567, 0)","(1449.0, 567.0, 0)"
854,284,2,XM5,-5110.468930698735,4903.0,43043.357205276465,"(1471, 1065, 0)","(1471.0, 1065.0, 0)"
855,285,0,XM5,0.0,0.0,0.0,"(58, 11, 180)","(58.0, 11.0, 180)"
856,285,1,XDL_XM3_XM4,0.0,0.0,0.0,"(203, 716, 270)","(203.0, 716.0, 270)"
857,285,2,XDP_XM1_XM2,-5501.653203287248,5231.0,73253.15644964842,"(146, 1349, 270)","(146.0, 1349.0, 270)"
858,286,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1391, 337, 180)","(1391.0, 337.0, 180)"
859,286,1,XDP_XM1_XM2,0.0,0.0,0.0,"(22, 565, 180)","(22.0, 565.0, 180)"
860,286,2,XM5,-6325.10493657164,6043.0,79583.1952380891,"(979, 602, 90)","(979.0, 602.0, 90)"
861,287,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1110, 320, 180)","(1110.0, 320.0, 180)"
862,287,1,XM5,0.0,0.0,0.0,"(1172, 721, 180)","(1172.0, 828.0, 180)"
863,287,2,XDP_XM1_XM2,-5416.917933316927,5087.0,108845.84272411234,"(544, 1037, 0)","(544.0, 1037.0, 0)"
864,288,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1262, 122, 180)","(1262.0, 93.0, 180)"
865,288,1,XM5,0.0,0.0,0.0,"(991, 372, 0)","(991.0, 372.0, 0)"
866,288,2,XDL_XM3_XM4,-3361.6536534058537,3178.0,33728.6644093175,"(1378, 464, 180)","(1378.0, 601.0, 180)"
867,289,0,XDL_XM3_XM4,0.0,0.0,0.0,"(996, 1461, 90)","(996.0, 1538.5, 90)"
868,289,1,XM5,0.0,0.0,0.0,"(514, 491, 270)","(514.0, 491.0, 270)"
869,289,2,XDP_XM1_XM2,-4873.969729550477,4615.0,67065.3208234471,"(898, 1251, 180)","(898.0, 1251.0, 180)"
870,290,0,XM5,0.0,0.0,0.0,"(1211, 743, 0)","(1211.0, 743.0, 0)"
871,290,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1155, 887, 90)","(1155.0, 1095.0, 90)"
872,290,2,XDL_XM3_XM4,-4758.002675261715,4502.0,65537.36974115518,"(893, 146, 270)","(893.0, 146.0, 270)"
873,291,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1514, 75, 0)","(1514.0, 75.0, 0)"
874,291,1,XM5,0.0,0.0,0.0,"(706, 574, 0)","(706.0, 574.0, 0)"
875,291,2,XDP_XM1_XM2,-4946.765753148531,4730.0,46987.39173804989,"(480, 675, 270)","(368.5, 675.0, 270)"
876,292,0,XDL_XM3_XM4,0.0,0.0,0.0,"(273, 591, 0)","(216.0, 591.0, 0)"
877,292,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1303, 796, 180)","(1303.0, 796.0, 180)"
878,292,2,XM5,-7132.278950847014,6739.0,154668.33317932815,"(562, 179, 0)","(562.0, 179.0, 0)"
879,293,0,XDP_XM1_XM2,0.0,0.0,0.0,"(906, 1054, 0)","(906.0, 1054.0, 0)"
880,293,1,XM5,0.0,0.0,0.0,"(214, 1433, 270)","(214.0, 1433.0, 270)"
881,293,2,XDL_XM3_XM4,-4859.789988283534,4627.0,54191.178645047636,"(713, 387, 0)","(713.0, 387.0, 0)"
882,294,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1165, 575, 180)","(1165.0, 575.0, 180)"
883,294,1,XDP_XM1_XM2,0.0,0.0,0.0,"(243, 957, 90)","(243.0, 957.0, 90)"
884,294,2,XM5,-4245.141917034088,4088.0,24693.582089148225,"(193, 942, 180)","(-94.5, 942.0, 180)"
885,295,0,XDL_XM3_XM4,0.0,0.0,0.0,"(866, 1035, 180)","(866.0, 1035.0, 180)"
886,295,1,XDP_XM1_XM2,0.0,0.0,0.0,"(202, 746, 90)","(202.0, 746.0, 90)"
887,295,2,XM5,-7414.997277754965,7046.0,136158.99099057485,"(1537, 1467, 270)","(1537.0, 1467.0, 270)"
888,296,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1033, 890, 180)","(1033.0, 890.0, 180)"
889,296,1,XDL_XM3_XM4,0.0,0.0,0.0,"(181, 747, 90)","(181.0, 747.0, 90)"
890,296,2,XM5,-4569.023485745049,4334.0,55236.038851753205,"(848, 435, 90)","(848.0, 435.0, 90)"
891,297,0,XDP_XM1_XM2,0.0,0.0,0.0,"(181, 744, 180)","(181.0, 574.0, 180)"
892,297,1,XM5,0.0,0.0,0.0,"(237, 853, 0)","(237.0, 853.0, 0)"
893,297,2,XDL_XM3_XM4,-3966.838183470956,3777.0,36038.53590355245,"(810, 1314, 0)","(810.0, 1314.0, 0)"
894,298,0,XM5,0.0,0.0,0.0,"(843, 325, 0)","(843.0, 325.0, 0)"
895,298,1,XDP_XM1_XM2,0.0,0.0,0.0,"(820, 845, 90)","(820.0, 845.0, 90)"
896,298,2,XDL_XM3_XM4,-5050.449646795419,4768.0,79777.80297485697,"(371, 117, 0)","(371.0, 117.0, 0)"
897,299,0,XM5,0.0,0.0,0.0,"(388, 776, 180)","(388.0, 776.0, 180)"
898,299,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1112, 1124, 270)","(1112.0, 1124.0, 270)"
899,299,2,XDP_XM1_XM2,-6401.167647106156,6078.0,104437.32813612904,"(1455, 300, 180)","(1455.0, 300.0, 180)"
900,300,0,XDP_XM1_XM2,0.0,0.0,0.0,"(121, 1551, 0)","(121.0, 1824.5, 0)"
901,300,1,XM5,0.0,0.0,0.0,"(169, 1487, 90)","(169.0, 1487.0, 90)"
902,300,2,XDL_XM3_XM4,-5886.936612037132,5615.0,73949.52096623358,"(734, 373, 180)","(734.0, 373.0, 180)"
903,301,0,XM5,0.0,0.0,0.0,"(300, 1069, 270)","(300.0, 1069.0, 270)"
904,301,1,XDP_XM1_XM2,0.0,0.0,0.0,"(771, 1533, 90)","(771.0, 1533.0, 90)"
905,301,2,XDL_XM3_XM4,-4778.131852606134,4558.0,48458.032531808814,"(1259, 1122, 270)","(1259.0, 1122.0, 270)"
906,302,0,XM5,0.0,0.0,0.0,"(944, 736, 0)","(944.0, 1065.0, 0)"
907,302,1,XDP_XM1_XM2,0.0,0.0,0.0,"(938, 713, 270)","(938.0, 713.0, 270)"
908,302,2,XDL_XM3_XM4,-2887.875367560329,2754.0,17922.614039413173,"(1113, 319, 90)","(1113.0, 319.0, 90)"
909,303,0,XDP_XM1_XM2,0.0,0.0,0.0,"(63, 621, 270)","(63.0, 621.0, 270)"
910,303,1,XDL_XM3_XM4,0.0,0.0,0.0,"(122, 305, 0)","(350.5, 305.0, 0)"
911,303,2,XM5,-6114.838940630375,5873.0,58486.0732052222,"(1440, 1248, 270)","(1440.0, 1248.0, 270)"
912,304,0,XDL_XM3_XM4,0.0,0.0,0.0,"(558, 34, 0)","(558.0, 34.0, 0)"
913,304,1,XM5,0.0,0.0,0.0,"(137, 478, 0)","(137.0, 478.0, 0)"
914,304,2,XDP_XM1_XM2,-5538.709479794553,5215.0,104787.8273088599,"(987, 736, 0)","(987.0, 736.0, 0)"
915,305,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1458, 853, 0)","(1458.0, 853.0, 0)"
916,305,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1250, 648, 90)","(1250.0, 565.5, 90)"
917,305,2,XM5,-2921.775216682178,2856.0,4326.379129587457,"(1354, 1270, 90)","(1354.0, 1270.0, 90)"
918,306,0,XDL_XM3_XM4,0.0,0.0,0.0,"(82, 846, 90)","(82.0, 846.0, 90)"
919,306,1,XM5,0.0,0.0,0.0,"(1327, 1500, 90)","(1327.0, 1500.0, 90)"
920,306,2,XDP_XM1_XM2,-6839.877249507661,6522.0,101045.94575455545,"(322, 385, 90)","(322.0, 385.0, 90)"
921,307,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1122, 1081, 180)","(1122.0, 1081.0, 180)"
922,307,1,XM5,0.0,0.0,0.0,"(1354, 585, 90)","(1409.5, 585.0, 90)"
923,307,2,XDP_XM1_XM2,-6278.821673822267,5964.0,99112.68630825398,"(214, 741, 180)","(214.0, 741.0, 180)"
924,308,0,XDP_XM1_XM2,0.0,0.0,0.0,"(761, 264, 90)","(617.5, 264.0, 90)"
