,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
2260,753,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1146, 955, 0)","(1146.0, 955.0, 0)"
2261,753,2,XDL_XM3_XM4,-6725.257830418537,6412.0,98130.46831852914,"(98, 347, 270)","(98.0, 347.0, 270)"
2262,754,0,XDL_XM3_XM4,0.0,0.0,0.0,"(731, 892, 270)","(731.0, 892.0, 270)"
2263,754,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1509, 1496, 90)","(1509.0, 1496.0, 90)"
2264,754,2,XM5,-5599.412527382351,5293.0,93888.63693683989,"(1549, 802, 90)","(1549.0, 802.0, 90)"
2265,755,0,XM5,0.0,0.0,0.0,"(1084, 779, 0)","(1084.0, 779.0, 0)"
2266,755,1,XDL_XM3_XM4,0.0,0.0,0.0,"(855, 126, 270)","(855.0, 126.0, 270)"
2267,755,2,XDP_XM1_XM2,-6406.870125473011,6055.0,123812.58520039292,"(1175, 1475, 270)","(1175.0, 1475.0, 270)"
2268,756,0,XM5,0.0,0.0,0.0,"(15, 490, 90)","(15.0, 490.0, 90)"
2269,756,1,XDP_XM1_XM2,0.0,0.0,0.0,"(301, 1069, 90)","(201.0, 1069.0, 90)"
2270,756,2,XDL_XM3_XM4,-3797.0634866069545,3652.0,21043.415146566014,"(709, 982, 90)","(709.0, 982.0, 90)"
2271,757,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1360, 748, 0)","(1360.0, 947.0, 0)"
2272,757,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1072, 43, 0)","(1072.0, 43.0, 0)"
2273,757,2,XM5,-4304.636271883213,4062.0,58872.360433384514,"(1292, 605, 270)","(1292.0, 609.5, 270)"
2274,758,0,XM5,0.0,0.0,0.0,"(975, 482, 90)","(975.0, 482.0, 90)"
2275,758,1,XDL_XM3_XM4,0.0,0.0,0.0,"(281, 675, 90)","(281.0, 875.5, 90)"
2276,758,2,XDP_XM1_XM2,-3084.010803701497,2933.0,22804.26283457203,"(580, 515, 270)","(580.0, 515.0, 270)"
2277,759,0,XDP_XM1_XM2,0.0,0.0,0.0,"(532, 937, 180)","(532.0, 937.0, 180)"
2278,759,1,XM5,0.0,0.0,0.0,"(1482, 1382, 270)","(1482.0, 1382.0, 270)"
2279,759,2,XDL_XM3_XM4,-5110.030271888126,4932.0,31694.77770855984,"(744, 419, 270)","(744.0, 419.0, 270)"
2280,760,0,XDP_XM1_XM2,0.0,0.0,0.0,"(364, 1521, 0)","(364.0, 1521.0, 0)"
2281,760,1,XDL_XM3_XM4,0.0,0.0,0.0,"(782, 1216, 90)","(782.0, 1216.0, 90)"
2282,760,2,XM5,-3009.807661462825,2896.0,12952.183807636902,"(405, 1067, 90)","(274.0, 1067.0, 90)"
2283,761,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1251, 1487, 0)","(1251.0, 1487.0, 0)"
2284,761,1,XDL_XM3_XM4,0.0,0.0,0.0,"(95, 37, 270)","(95.0, 37.0, 270)"
2285,761,2,XM5,-9964.891871468117,9437.0,278669.82796211,"(478, 357, 180)","(478.0, 357.0, 180)"
2286,762,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1472, 141, 0)","(1472.0, 141.0, 0)"
2287,762,1,XM5,0.0,0.0,0.0,"(597, 1019, 90)","(597.0, 1019.0, 90)"
2288,762,2,XDL_XM3_XM4,-9917.369908262248,9373.0,296338.5970214484,"(334, 1254, 90)","(334.0, 1365.0, 90)"
2289,763,0,XM5,0.0,0.0,0.0,"(1310, 1200, 0)","(1310.0, 1104.5, 0)"
2290,763,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1179, 1392, 270)","(1179.0, 1392.0, 270)"
2291,763,2,XDP_XM1_XM2,-6263.8377314366135,5889.0,140503.32490854702,"(152, 1371, 180)","(152.0, 1371.0, 180)"
2292,764,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1093, 1090, 90)","(1093.0, 1017.5, 90)"
2293,764,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1305, 1305, 180)","(1305.0, 1305.0, 180)"
2294,764,2,XM5,-2728.6380263862266,2635.0,8768.07998550768,"(1555, 1410, 270)","(1657.0, 1410.0, 270)"
2295,765,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1380, 28, 0)","(1380.0, 28.0, 0)"
2296,765,1,XM5,0.0,0.0,0.0,"(1393, 1236, 0)","(1393.0, 1236.0, 0)"
2297,765,2,XDP_XM1_XM2,-6680.080435757139,6433.0,61048.74173393769,"(437, 584, 180)","(437.0, 584.0, 180)"
2298,766,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1251, 520, 0)","(1251.0, 520.0, 0)"
2299,766,1,XDP_XM1_XM2,0.0,0.0,0.0,"(796, 116, 90)","(796.0, 116.0, 90)"
2300,766,2,XM5,-5881.476898090457,5558.0,104637.30359822395,"(1126, 1322, 270)","(1126.0, 1322.0, 270)"
2301,767,0,XDP_XM1_XM2,0.0,0.0,0.0,"(353, 613, 180)","(353.0, 613.0, 180)"
2302,767,1,XDL_XM3_XM4,0.0,0.0,0.0,"(152, 1504, 0)","(152.0, 1504.0, 0)"
2303,767,2,XM5,-5576.059579967261,5347.0,52468.29117477802,"(1497, 691, 90)","(1497.0, 691.0, 90)"
2304,768,0,XDP_XM1_XM2,0.0,0.0,0.0,"(117, 468, 0)","(117.0, 468.0, 0)"
2305,768,1,XM5,0.0,0.0,0.0,"(1465, 745, 270)","(1484.5, 745.0, 270)"
2306,768,2,XDL_XM3_XM4,-8113.148015408453,7683.0,185027.31515983102,"(1197, 1053, 0)","(1197.0, 1053.0, 0)"
2307,769,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1253, 615, 270)","(1253.0, 615.0, 270)"
2308,769,1,XM5,0.0,0.0,0.0,"(549, 554, 270)","(549.0, 348.0, 270)"
2309,769,2,XDL_XM3_XM4,-4558.582744406463,4350.0,43506.761264131586,"(583, 694, 270)","(583.0, 694.0, 270)"
2310,770,0,XM5,0.0,0.0,0.0,"(1220, 964, 270)","(1220.0, 964.0, 270)"
2311,770,1,XDP_XM1_XM2,0.0,0.0,0.0,"(431, 510, 0)","(431.0, 510.0, 0)"
2312,770,2,XDL_XM3_XM4,-6014.68695439194,5696.0,101561.37489961067,"(1353, 329, 90)","(1353.0, 329.0, 90)"
2313,771,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1280, 1369, 0)","(1280.0, 1369.0, 0)"
2314,771,1,XM5,0.0,0.0,0.0,"(634, 49, 0)","(634.0, 49.0, 0)"
2315,771,2,XDP_XM1_XM2,-4972.23649513479,4765.0,42946.96491575182,"(1111, 496, 90)","(1111.0, 496.0, 90)"
2316,772,0,XDP_XM1_XM2,0.0,0.0,0.0,"(471, 918, 90)","(471.0, 918.0, 90)"
2317,772,1,XM5,0.0,0.0,0.0,"(151, 113, 0)","(465.0, 113.0, 0)"
2318,772,2,XDL_XM3_XM4,-5439.50271016304,5130.0,95791.92759826708,"(119, 197, 0)","(119.0, 197.0, 0)"
2319,773,0,XM5,0.0,0.0,0.0,"(155, 755, 90)","(155.0, 755.0, 90)"
2320,773,1,XDP_XM1_XM2,0.0,0.0,0.0,"(816, 1396, 270)","(816.0, 1396.0, 270)"
2321,773,2,XDL_XM3_XM4,-5557.740054583762,5310.0,61375.13464516521,"(991, 572, 90)","(991.0, 572.0, 90)"
2322,774,0,XDP_XM1_XM2,0.0,0.0,0.0,"(295, 235, 180)","(295.0, 235.0, 180)"
2323,774,1,XM5,0.0,0.0,0.0,"(165, 1452, 0)","(165.0, 1452.0, 0)"
2324,774,2,XDL_XM3_XM4,-5764.654966079335,5376.0,151052.6826581293,"(268, 873, 90)","(268.0, 873.0, 90)"
2325,775,0,XM5,0.0,0.0,0.0,"(10, 921, 90)","(10.0, 921.0, 90)"
2326,775,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1503, 256, 90)","(1503.0, 256.0, 90)"
2327,775,2,XDP_XM1_XM2,-5289.11491264747,5174.0,13251.443113834635,"(1178, 954, 0)","(1178.0, 954.0, 0)"
2328,776,0,XM5,0.0,0.0,0.0,"(112, 1478, 90)","(112.0, 1151.0, 90)"
2329,776,1,XDL_XM3_XM4,0.0,0.0,0.0,"(183, 1497, 270)","(183.0, 1497.0, 270)"
2330,776,2,XDP_XM1_XM2,-11413.628016413611,10809.0,365575.0382322573,"(1427, 196, 270)","(1427.0, 196.0, 270)"
2331,777,0,XDL_XM3_XM4,0.0,0.0,0.0,"(535, 959, 90)","(535.0, 959.0, 90)"
2332,777,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1419, 972, 0)","(1419.0, 972.0, 0)"
2333,777,2,XM5,-4299.716832286677,4136.0,26803.201173984024,"(1434, 1536, 90)","(1434.0, 1536.0, 90)"
2334,778,0,XDP_XM1_XM2,0.0,0.0,0.0,"(718, 1553, 90)","(718.0, 1553.0, 90)"
2335,778,1,XM5,0.0,0.0,0.0,"(904, 1503, 90)","(997.0, 1503.0, 90)"
2336,778,2,XDL_XM3_XM4,-3847.6793677584947,3725.0,15050.227273623947,"(558, 659, 90)","(558.0, 659.0, 90)"
2337,779,0,XM5,0.0,0.0,0.0,"(597, 713, 90)","(597.0, 713.0, 90)"
2338,779,1,XDL_XM3_XM4,0.0,0.0,0.0,"(23, 1406, 270)","(23.0, 1406.0, 270)"
2339,779,2,XDP_XM1_XM2,-5554.279457212594,5317.0,56301.54081510332,"(1017, 732, 270)","(1017.0, 732.0, 270)"
2340,780,0,XDP_XM1_XM2,0.0,0.0,0.0,"(268, 902, 180)","(268.0, 902.0, 180)"
2341,780,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1198, 425, 180)","(1198.0, 425.0, 180)"
2342,780,2,XM5,-5612.832841459964,5331.0,79429.75052539687,"(86, 545, 0)","(86.0, 545.0, 0)"
2343,781,0,XDL_XM3_XM4,0.0,0.0,0.0,"(23, 546, 270)","(23.0, 546.0, 270)"
2344,781,1,XM5,0.0,0.0,0.0,"(515, 605, 270)","(531.0, 605.0, 270)"
2345,781,2,XDP_XM1_XM2,-5093.411559832145,4801.0,85504.52032346837,"(75, 1116, 90)","(75.0, 1116.0, 90)"
2346,782,0,XDP_XM1_XM2,0.0,0.0,0.0,"(173, 1496, 180)","(173.0, 1496.0, 180)"
2347,782,1,XM5,0.0,0.0,0.0,"(827, 123, 0)","(827.0, 123.0, 0)"
2348,782,2,XDL_XM3_XM4,-9739.805304718102,9223.0,267087.7229847707,"(1158, 239, 270)","(1158.0, 410.5, 270)"
2349,783,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1441, 255, 270)","(1441.0, 255.0, 270)"
2350,783,1,XDL_XM3_XM4,0.0,0.0,0.0,"(970, 270, 180)","(970.0, 270.0, 180)"
2351,783,2,XM5,-7167.430379095637,6790.0,142453.69106427682,"(511, 1473, 0)","(511.0, 1473.0, 0)"
2352,784,0,XDL_XM3_XM4,0.0,0.0,0.0,"(844, 722, 180)","(844.0, 722.0, 180)"
2353,784,1,XM5,0.0,0.0,0.0,"(467, 1362, 270)","(467.0, 1362.0, 270)"
2354,784,2,XDP_XM1_XM2,-3466.5111021049947,3272.0,37834.56884209969,"(802, 1449, 90)","(802.0, 1449.0, 90)"
2355,785,0,XM5,0.0,0.0,0.0,"(341, 324, 180)","(341.0, 324.0, 180)"
2356,785,1,XDL_XM3_XM4,0.0,0.0,0.0,"(970, 480, 90)","(970.0, 480.0, 90)"
2357,785,2,XDP_XM1_XM2,-4649.123088969262,4452.0,38857.5122047836,"(368, 1085, 0)","(368.0, 1085.0, 0)"
2358,786,0,XDP_XM1_XM2,0.0,0.0,0.0,"(160, 1527, 0)","(107.5, 1527.0, 0)"
2359,786,1,XDL_XM3_XM4,0.0,0.0,0.0,"(468, 1318, 0)","(468.0, 1318.0, 0)"
2360,786,2,XM5,-4415.74495485616,4162.0,64386.50211495482,"(573, 950, 0)","(573.0, 810.0, 0)"
2361,787,0,XM5,0.0,0.0,0.0,"(416, 10, 270)","(416.0, 10.0, 270)"
2362,787,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1230, 539, 90)","(1230.0, 539.0, 90)"
2363,787,2,XDP_XM1_XM2,-5865.238926823442,5577.0,83081.67893632954,"(53, 252, 90)","(53.0, 252.0, 90)"
2364,788,0,XDP_XM1_XM2,0.0,0.0,0.0,"(933, 265, 0)","(933.0, 265.0, 0)"
2365,788,1,XDL_XM3_XM4,0.0,0.0,0.0,"(159, 1100, 180)","(159.0, 1100.0, 180)"
2366,788,2,XM5,-8819.459474779156,8328.0,241532.41535020337,"(105, 1489, 180)","(105.0, 1608.0, 180)"
2367,789,0,XDL_XM3_XM4,0.0,0.0,0.0,"(339, 647, 90)","(339.0, 647.0, 90)"
2368,789,1,XM5,0.0,0.0,0.0,"(1232, 722, 0)","(1232.0, 722.0, 0)"
2369,789,2,XDP_XM1_XM2,-5351.596876107873,5041.0,96470.41944796915,"(1357, 155, 90)","(1357.0, 155.0, 90)"
2370,790,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1335, 562, 270)","(1335.0, 562.0, 270)"
2371,790,1,XM5,0.0,0.0,0.0,"(529, 236, 90)","(529.0, 236.0, 90)"
2372,790,2,XDL_XM3_XM4,-6565.432946881056,6334.0,53561.2089020497,"(23, 901, 270)","(23.0, 901.0, 270)"
2373,791,0,XDP_XM1_XM2,0.0,0.0,0.0,"(202, 1295, 0)","(202.0, 1295.0, 0)"
2374,791,1,XM5,0.0,0.0,0.0,"(731, 949, 180)","(731.0, 1069.5, 180)"
2375,791,2,XDL_XM3_XM4,-4205.464139465068,3941.5,69677.06692353381,"(327, 782, 270)","(327.0, 782.0, 270)"
2376,792,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1162, 698, 90)","(1162.0, 698.0, 90)"
2377,792,1,XDL_XM3_XM4,0.0,0.0,0.0,"(793, 1156, 270)","(793.0, 1156.0, 270)"
2378,792,2,XM5,-4378.969032188009,4175.0,41603.366091712945,"(799, 28, 180)","(799.0, 28.0, 180)"
2379,793,0,XM5,0.0,0.0,0.0,"(78, 1081, 90)","(78.0, 1081.0, 90)"
2380,793,1,XDL_XM3_XM4,0.0,0.0,0.0,"(864, 1222, 90)","(864.0, 1222.0, 90)"
2381,793,2,XDP_XM1_XM2,-4269.505931800377,4089.0,32582.391415122376,"(4, 1404, 90)","(4.0, 1491.5, 90)"
2382,794,0,XDL_XM3_XM4,0.0,0.0,0.0,"(935, 992, 90)","(935.0, 992.0, 90)"
2383,794,1,XM5,0.0,0.0,0.0,"(137, 1419, 0)","(137.0, 1419.0, 0)"
2384,794,2,XDP_XM1_XM2,-5927.440995031247,5635.0,85521.7355748662,"(274, 465, 0)","(274.0, 465.0, 0)"
2385,795,0,XM5,0.0,0.0,0.0,"(1074, 260, 0)","(1074.0, 260.0, 0)"
2386,795,1,XDL_XM3_XM4,0.0,0.0,0.0,"(433, 631, 270)","(433.0, 631.0, 270)"
2387,795,2,XDP_XM1_XM2,-5866.336552632619,5506.0,129842.4311631602,"(254, 741, 90)","(254.0, 991.5, 90)"
2388,796,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1007, 795, 270)","(1007.0, 795.0, 270)"
2389,796,1,XDP_XM1_XM2,0.0,0.0,0.0,"(143, 1439, 0)","(143.0, 1439.0, 0)"
2390,796,2,XM5,-5756.388317806641,5431.0,105877.55736503532,"(312, 917, 270)","(312.0, 917.0, 270)"
2391,797,0,XDL_XM3_XM4,0.0,0.0,0.0,"(165, 291, 0)","(380.5, 291.0, 0)"
2392,797,1,XDP_XM1_XM2,0.0,0.0,0.0,"(409, 1299, 0)","(409.0, 1299.0, 0)"
2393,797,2,XM5,-5446.149547048478,5232.0,45860.02850106805,"(93, 382, 90)","(93.0, 382.0, 90)"
2394,798,0,XDP_XM1_XM2,0.0,0.0,0.0,"(777, 483, 90)","(777.0, 483.0, 90)"
2395,798,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1331, 1049, 90)","(1331.0, 1049.0, 90)"
2396,798,2,XM5,-6112.012118871814,5724.0,150553.4043913945,"(1137, 1357, 90)","(1137.0, 1395.0, 90)"
2397,799,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1370, 255, 270)","(1370.0, 255.0, 270)"
2398,799,1,XM5,0.0,0.0,0.0,"(180, 517, 0)","(180.0, 517.0, 0)"
2399,799,2,XDP_XM1_XM2,-6947.292342962487,6660.0,82536.89032487545,"(243, 1129, 90)","(243.0, 1129.0, 90)"
2400,800,0,XM5,0.0,0.0,0.0,"(579, 286, 90)","(579.0, 286.0, 90)"
2401,800,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1108, 1379, 90)","(1108.0, 1379.0, 90)"
2402,800,2,XDP_XM1_XM2,-5724.2943892962785,5453.0,73600.64566364077,"(307, 779, 90)","(307.0, 779.0, 90)"
2403,801,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1454, 1099, 90)","(1454.0, 1099.0, 90)"
2404,801,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1398, 586, 90)","(1398.0, 586.0, 90)"
2405,801,2,XM5,-4337.128790743569,4182.0,24064.941717562084,"(543, 1345, 90)","(543.0, 1345.0, 90)"
2406,802,0,XM5,0.0,0.0,0.0,"(1071, 642, 180)","(1071.0, 642.0, 180)"
2407,802,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1212, 824, 90)","(1212.0, 929.5, 90)"
2408,802,2,XDP_XM1_XM2,-5941.392858098484,5570.0,137932.65504656063,"(406, 387, 270)","(406.0, 387.0, 270)"
2409,803,0,XM5,0.0,0.0,0.0,"(1507, 1507, 90)","(1507.0, 1507.0, 90)"
2410,803,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1264, 618, 90)","(1264.0, 618.0, 90)"
2411,803,2,XDL_XM3_XM4,-5564.529300752772,5324.0,57854.34452061735,"(342, 450, 270)","(342.0, 450.0, 270)"
2412,804,0,XDL_XM3_XM4,0.0,0.0,0.0,"(680, 191, 90)","(680.0, 191.0, 90)"
2413,804,1,XM5,0.0,0.0,0.0,"(519, 32, 0)","(519.0, -96.5, 0)"
2414,804,2,XDP_XM1_XM2,-4767.091365873496,4503.0,69744.249528929,"(256, 665, 0)","(256.0, 665.0, 0)"
2415,805,0,XM5,0.0,0.0,0.0,"(795, 1541, 90)","(795.0, 1541.0, 90)"
2416,805,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1534, 783, 0)","(1534.0, 783.0, 0)"
2417,805,2,XDP_XM1_XM2,-7228.674469065016,6898.0,109345.60449142974,"(563, 209, 90)","(563.0, 209.0, 90)"
2418,806,0,XM5,0.0,0.0,0.0,"(96, 1384, 90)","(96.0, 1384.0, 90)"
2419,806,1,XDL_XM3_XM4,0.0,0.0,0.0,"(713, 1195, 270)","(713.0, 1195.0, 270)"
2420,806,2,XDP_XM1_XM2,-7444.614231071833,7129.0,99612.34285506429,"(538, 9, 180)","(538.0, 9.0, 180)"
2421,807,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1039, 45, 90)","(1039.0, 45.0, 90)"
2422,807,1,XDL_XM3_XM4,0.0,0.0,0.0,"(891, 64, 180)","(751.5, 64.0, 180)"
2423,807,2,XM5,-3848.179925718542,3702.0,21368.570683078477,"(1127, 1238, 0)","(1127.0, 1238.0, 0)"
2424,808,0,XDL_XM3_XM4,0.0,0.0,0.0,"(668, 620, 270)","(668.0, 443.5, 270)"
2425,808,1,XDP_XM1_XM2,0.0,0.0,0.0,"(394, 731, 0)","(394.0, 731.0, 0)"
2426,808,2,XM5,-5407.4725623116055,5149.0,66808.06546792686,"(986, 1550, 90)","(986.0, 1550.0, 90)"
2427,809,0,XDP_XM1_XM2,0.0,0.0,0.0,"(762, 420, 0)","(762.0, 420.0, 0)"
2428,809,1,XM5,0.0,0.0,0.0,"(1309, 491, 90)","(1309.0, 491.0, 90)"
2429,809,2,XDL_XM3_XM4,-4690.5676182027955,4494.0,38638.828525919926,"(301, 1100, 270)","(301.0, 1100.0, 270)"
2430,810,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1195, 1535, 90)","(1195.0, 1535.0, 90)"
2431,810,1,XDL_XM3_XM4,0.0,0.0,0.0,"(318, 910, 180)","(318.0, 910.0, 180)"
2432,810,2,XM5,-8704.401357723555,8225.0,229825.661787187,"(104, 513, 0)","(104.0, 402.0, 0)"
2433,811,0,XDL_XM3_XM4,0.0,0.0,0.0,"(261, 692, 270)","(261.0, 692.0, 270)"
2434,811,1,XM5,0.0,0.0,0.0,"(1187, 812, 270)","(1187.0, 812.0, 270)"
2435,811,2,XDP_XM1_XM2,-4175.080439807326,4004.0,29268.51688466814,"(1011, 391, 90)","(1011.0, 391.0, 90)"
2436,812,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1059, 24, 180)","(1059.0, 24.0, 180)"
2437,812,1,XDP_XM1_XM2,0.0,0.0,0.0,"(135, 732, 0)","(53.5, 732.0, 0)"
2438,812,2,XM5,-5917.971253810742,5633.0,81208.61549846633,"(464, 894, 0)","(464.0, 894.0, 0)"
2439,813,0,XM5,0.0,0.0,0.0,"(177, 443, 0)","(177.0, 421.5, 0)"
2440,813,1,XDL_XM3_XM4,0.0,0.0,0.0,"(605, 709, 90)","(605.0, 709.0, 90)"
2441,813,2,XDP_XM1_XM2,-4822.370244634462,4628.0,37779.791999260866,"(1205, 559, 0)","(1205.0, 559.0, 0)"
2442,814,0,XDL_XM3_XM4,0.0,0.0,0.0,"(492, 852, 90)","(492.0, 852.0, 90)"
2443,814,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1429, 195, 0)","(1429.0, 195.0, 0)"
2444,814,2,XM5,-7587.673671372722,7151.0,190683.8952701325,"(330, 549, 90)","(330.0, 506.0, 90)"
2445,815,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1251, 977, 270)","(1251.0, 1115.5, 270)"
2446,815,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1048, 755, 90)","(1048.0, 755.0, 90)"
2447,815,2,XM5,-4347.227364927734,4176.0,29318.810500095322,"(175, 1138, 90)","(175.0, 1138.0, 90)"
2448,816,0,XDL_XM3_XM4,0.0,0.0,0.0,"(741, 1436, 180)","(548.5, 1436.0, 180)"
2449,816,1,XDP_XM1_XM2,0.0,0.0,0.0,"(909, 1208, 0)","(909.0, 1208.0, 0)"
2450,816,2,XM5,-3676.017807616608,3538.0,19048.915219295013,"(1120, 496, 90)","(1120.0, 496.0, 90)"
2451,817,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1093, 184, 270)","(1093.0, 184.0, 270)"
2452,817,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1455, 1289, 90)","(1455.0, 1289.0, 90)"
2453,817,2,XM5,-8349.209480252532,7998.0,123348.09901925387,"(86, 1121, 0)","(86.0, 1121.0, 0)"
2454,818,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1341, 447, 0)","(1341.0, 447.0, 0)"
2455,818,1,XM5,0.0,0.0,0.0,"(1320, 951, 180)","(1320.0, 951.0, 180)"
2456,818,2,XDL_XM3_XM4,-5438.774294083577,5229.0,44005.25445826315,"(296, 50, 0)","(296.0, 50.0, 0)"
2457,819,0,XDP_XM1_XM2,0.0,0.0,0.0,"(14, 915, 90)","(14.0, 915.0, 90)"
2458,819,1,XDL_XM3_XM4,0.0,0.0,0.0,"(883, 1021, 90)","(883.0, 1021.0, 90)"
2459,819,2,XM5,-5438.109592238107,5177.0,68178.21915875086,"(334, 182, 90)","(334.0, 182.0, 90)"
2460,820,0,XDL_XM3_XM4,0.0,0.0,0.0,"(26, 930, 90)","(26.0, 930.0, 90)"
2461,820,1,XM5,0.0,0.0,0.0,"(85, 625, 0)","(85.0, 625.0, 0)"
2462,820,2,XDP_XM1_XM2,-7146.356572728473,6751.0,156306.81959960467,"(991, 1309, 270)","(991.0, 1309.0, 270)"
2463,821,0,XDP_XM1_XM2,0.0,0.0,0.0,"(520, 1165, 270)","(520.0, 1165.0, 270)"
2464,821,1,XDL_XM3_XM4,0.0,0.0,0.0,"(985, 300, 90)","(985.0, 300.0, 90)"
2465,821,2,XM5,-5041.415644365098,4820.0,49024.88756961181,"(1333, 1147, 90)","(1333.0, 1147.0, 90)"
2466,822,0,XDP_XM1_XM2,0.0,0.0,0.0,"(715, 1337, 90)","(715.0, 1337.0, 90)"
2467,822,1,XDL_XM3_XM4,0.0,0.0,0.0,"(834, 923, 90)","(834.0, 923.0, 90)"
2468,822,2,XM5,-4817.3238025981245,4642.0,30738.43575746599,"(504, 144, 90)","(504.0, 144.0, 90)"
2469,823,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1434, 1168, 0)","(1434.0, 1168.0, 0)"
2470,823,1,XM5,0.0,0.0,0.0,"(1180, 1233, 270)","(1082.0, 1233.0, 270)"
2471,823,2,XDL_XM3_XM4,-3094.798912598683,2966.0,16589.15988660319,"(1061, 1054, 180)","(794.5, 1054.0, 180)"
2472,824,0,XM5,0.0,0.0,0.0,"(640, 1277, 0)","(640.0, 1277.0, 0)"
2473,824,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1300, 821, 270)","(1300.0, 821.0, 270)"
2474,824,2,XDL_XM3_XM4,-6103.333991470438,5794.0,95687.51827903335,"(269, 689, 270)","(269.0, 689.0, 270)"
2475,825,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1269, 1302, 0)","(1269.0, 1302.0, 0)"
2476,825,1,XM5,0.0,0.0,0.0,"(825, 1228, 0)","(825.0, 1228.0, 0)"
2477,825,2,XDP_XM1_XM2,-5603.997988445869,5269.0,112223.65226277878,"(370, 840, 0)","(370.0, 840.0, 0)"
2478,826,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1356, 569, 90)","(1356.0, 569.0, 90)"
2479,826,1,XM5,0.0,0.0,0.0,"(1443, 268, 180)","(1443.0, 268.0, 180)"
2480,826,2,XDP_XM1_XM2,-4807.666406078941,4552.0,65365.31119732196,"(721, 292, 90)","(721.0, 292.0, 90)"
2481,827,0,XDL_XM3_XM4,0.0,0.0,0.0,"(300, 487, 0)","(300.0, 487.0, 0)"
2482,827,1,XDP_XM1_XM2,0.0,0.0,0.0,"(158, 295, 180)","(-60.5, 295.0, 180)"
2483,827,2,XM5,-4439.951356591702,4221.0,47939.69655334696,"(1175, 438, 90)","(1175.0, 438.0, 90)"
2484,828,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1448, 1383, 180)","(1448.0, 1383.0, 180)"
2485,828,1,XDL_XM3_XM4,0.0,0.0,0.0,"(635, 784, 90)","(635.0, 784.0, 90)"
2486,828,2,XM5,-5648.500578243315,5426.0,49506.50731860955,"(1409, 609, 270)","(1409.0, 609.0, 270)"
2487,829,0,XM5,0.0,0.0,0.0,"(1385, 1480, 90)","(1385.0, 1480.0, 90)"
2488,829,1,XDP_XM1_XM2,0.0,0.0,0.0,"(772, 60, 90)","(772.0, 60.0, 90)"
2489,829,2,XDL_XM3_XM4,-8414.986110020407,8034.0,145150.41602848234,"(565, 1397, 0)","(565.0, 1397.0, 0)"
2490,830,0,XDL_XM3_XM4,0.0,0.0,0.0,"(14, 352, 270)","(14.0, 352.0, 270)"
2491,830,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1488, 1478, 270)","(1488.0, 1540.5, 270)"
2492,830,2,XM5,-7346.581488727191,7042.0,92769.88327527183,"(1554, 1130, 90)","(1554.0, 1130.0, 90)"
2493,831,0,XM5,0.0,0.0,0.0,"(7, 1432, 90)","(7.0, 1432.0, 90)"
2494,831,1,XDL_XM3_XM4,0.0,0.0,0.0,"(730, 573, 270)","(730.0, 573.0, 270)"
2495,831,2,XDP_XM1_XM2,-5691.074185191019,5518.0,29954.673579535207,"(31, 224, 0)","(31.0, 224.0, 0)"
